title,id,commentCount,dislikeCount,likeCount,viewCount,channelId,channelTitle,timestamp
DISS TRACK ME,XJrqVaWmKOc,17658,6223,279872,4620312,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1503510172
we finally did it!,wogXZxbmD64,40403,5423,384602,6838611,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1503424518
The Fidget Spinner Simulator.,cEj85RKCVUE,14103,6288,140583,3124944,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1503339215
I guess this needed to be said.,EKvMtWzchs0,31368,12933,325202,5298639,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502902060
They say this game is hard..,9TW_vbG7OEM,15896,3582,160196,3911533,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502820727
AMNESIA!?,dnhpxLl-EUs,55002,2666,328683,4681038,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502644447
SHOULD I SHAVE?,kQCAbvPNAQE,44546,5029,278103,4168497,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502560664
NO WAY THIS IS REAL...  LWIAY - #0004,_zllJ2HHAVQ,24009,4916,309885,5212548,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502471205
How To Get Started On YouTube,bVu8OWN90eY,31968,3823,277318,4016439,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502387619
DRAWING YOUTUBERS,6HgtnTwtVMw,30252,6257,315503,5707275,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502297873
NEVER COMPLAIN or NEVER COMPLIMENT?,uuDLM8kPC30,18909,3817,257769,3355281,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502212023
TOP (100) STREAMING FAILS,BkhBMpacJfE,20620,5546,314927,6768546,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502126588
Beastmode.,UdhWXWEGWL0,14717,4247,162035,3729202,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1502038613
wE neEd tO TaLk,VRediw14EXQ,35272,4492,307804,3978985,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501954419
Nick Crompton Collab - YLYL #0002,01EiIT2A8b4,29958,17034,393693,10075386,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501867996
n e v e r.  b e e n.  t h i s.  t e r r i f i ed.,cWiiVU0JkOA,21554,3234,223373,3880030,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501777946
Im so done.,pqtQnAwTfYY,19750,4888,260284,4768740,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501695927
Why i'm joining team 10... - LWIAY #0003,mjxzkmf3ks0,26508,14568,426893,7546929,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501606629
THE HARDEST LEVEL EVER EXISTED EVER I HATE THIS GAME NOW OK GREAT,5hjerq7u3pw,12921,2422,164727,2869632,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501526923
THE PURE GAMER SKILL DEMONSTRATED IN THIS VIDEO WILL SHOCK YOU,pRtROLfyV54,13015,5600,151450,4055055,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501348469
THIS IS GONNA HURT...,J_bc0Mzn-U4,13519,5492,219659,3436733,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501277288
Ive Seriously NEVER Been THIS Lucky!,j0nmETC8ISM,14941,3088,188096,3474800,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1501002173
JAKE PAUL EXPOSED,u8YwCg4iNV0,75049,29829,696278,11917045,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500931487
THE HARDEST LEVEL EVER?,Uy1Ds4qC-ig,19530,3801,241567,4000494,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500827421
PLEASE BUY THIS!,NrWjXyGJzoI,26430,6823,308943,5765361,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500742622
The Pewdiepie Song(s),g1d7hrfc7wM,35683,4844,361204,6634696,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500656426
I'M IN THIS GAME!  - Wormax.io (size matters),rjnE80-ezV4,27266,4977,190160,3957264,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500558699
This was completely spontaneous,BSWmecEayzA,34947,4987,319502,5476353,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500491291
The Hardest Game In The Universe?,vO7eyFoSbAc,25786,5044,241773,4518917,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500312481
HARRY POTTER JUNIOR ANNOUNCEMENT REACTION!,xyirz-dXHcg,16106,4200,208847,3856977,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1500049458
This man has -1000 respect for women and the reason why might SHOCK you,rrDD5NTnoU4,66587,12881,368868,5467579,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499962740
One of my favorite games is back!,HxyevXjbqIM,14093,2700,139272,3956060,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499881855
NEVER SAY THIS TO A GAMER!,ATgLmELcZRY,32993,6535,245170,3945873,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499703438
I AM ADDICTED.,-kKnZ_wE2sU,24975,5680,224177,4850935,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499617789
PHOTOSHOP THIS! - LWIAY #0002,wLT0qFRwAj0,22628,7343,312173,6426584,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499532919
The Greatest Simulator Game Ever!,XfbOSBBJc0I,16530,4362,173619,3455027,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499446976
WHEN ART BECOMES REAL!,N3WZ5F1CCLA,19622,6055,264723,4223704,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499374651
I'm stepping back..,RPMVM6wsSWE,37837,5414,330659,4457201,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499275395
THE MOST ANNOYING SOUND IN THE WORLD!,baylWdHClNE,64087,16681,658228,16839289,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499188560
Im so lucky...,N8V4-TnupiU,22409,4006,263210,3690126,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1499016080
KATY PERRY IS A GENIUS,OB4znOVsfnA,48465,10037,460312,8930118,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498926206
REACTING TO SPICY PEWDIEPIE MEMES,yD4ZZgZToKw,28771,6229,402394,8878969,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498841560
AM I PREGANANT? YLYL #0003,1VWTo5U0AAA,40806,11419,512709,11103295,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498758416
THE BEST GAME OF ALL TIME.,w26hmoyLbJ0,23847,7016,257392,5571907,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498582609
The most awkward moment Ive ever seen.,EC7gdOUvsAc,23845,7226,240389,5560043,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498498796
Camping Simulator 2017,i_4qVGI6TIs,19237,4111,217115,4879508,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498323980
THE RICH LIFE OF PEWDIEPIE,GP9egt__qeI,35593,15943,508576,11806999,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498237797
REACTING TO PEWDIEPR0N - LWIAY - #0001,gc0ZuEO0DPs,25573,4333,420735,7012341,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498161977
TOP 10 PEWDIEPIE VIDEOS,kQye2uNafk0,43398,7734,366438,5986019,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1498063051
A Message To All My Haters...,0ORYZ3Lch2M,51311,10601,343484,5493871,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497982217
Tired of trying...,u57obOmxrts,51543,9447,373068,5274354,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497893289
SPONSORED BY VOLVO,qtdDXGPvk_E,31896,4792,298473,6316910,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497805392
The Adpocalypse....,2HebI10r3F0,7070,3346,156662,2424147,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497801009
JAKE PAUL IN THE TITLE,R3fr2r_FkKE,161308,59909,765666,12779861,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497715355
E3 AWKWARD AND CRINGY MOMENTS 2017,PN4gEchJtY4,21653,8309,310508,7310666,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497637766
AM I A GOOD PERSON?,BGi17Tw_zYQ,25905,8758,244672,3833959,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497460505
Read the description,im6dZwTGftY,24123,5359,177203,3942319,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497378898
I swore to never play this game...,nOk-EPrVDv8,53819,11364,265238,7737210,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497293909
I WON!!!,p8Kp18WpxQw,42660,12984,470619,11048775,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497198250
Try Not To Cringe: E3 Edition,ga7wMjVoLGg,29632,5334,283001,5885271,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1497032142
Read the description - Tekken 7 #01,rhrTx59CK3U,30194,5072,193885,4013148,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496937447
CAN'T BELIEVE THIS IS OVER... - The Walking Dead - Season 3 - Episode 5 FINALE,OSCi273dx08,19794,3020,89948,2222607,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496855859
JAKE PAUL,TuIcBPm90aM,244545,135621,1524240,28504961,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496767992
I ALMOST DIED!,Uq6PEfRYSdY,25860,7505,261335,3931215,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496691680
I'm out of ideas for this channel...,7xBLndxNqVs,57920,9802,278266,4330156,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496593555
THERE ARE NO MORE GOOD GAMES..,sooupr87gEg,27887,10242,159671,3419181,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496513458
How to: RESPECT WOMEN!,NsevBxOWFXs,42854,7592,386786,6065057,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496420868
CONTEXT.,8sYNMf6AIbs,16024,3973,177062,3157307,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1496334122
PEWDIEPIE ANIMATED MONTAGE,eMsHWz6YuLA,12570,4738,119829,2688333,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495994547
PLEASE WATCH ! ! ! ! !,M6-zP-Wc9Ig,45721,21885,396659,3824541,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495815685
MAKING DRINKS IN VR (& DRINKING THEM),3P6Xe7UFII0,9691,3041,165709,3216548,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495729370
The most hurtful video...,2Voszqw17t0,23475,9414,228599,4656592,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495642101
I'M ON SWEDENS OFFICIAL HATE LIST..,K5diJPL9HTg,31014,6574,285280,6120012,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495557509
Try Not To Laugh: SAVAGE 100000000% EDITION,-AooNOS0y3k,25926,15236,353636,10936382,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495477022
Are You Racist? (Test),9jS9Qhc63C0,48312,11943,358880,8227682,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495381416
Minecraft 2017 Graphics Set on MAX + Texture pack,O_p3XcsDdhg,9756,4746,112142,3063338,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495296774
The Great ~~~ OFFEND EVERYONE IN THE WORLD ~~~ Game,NXMl9JM_GZs,15897,3528,160375,3211614,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495210594
Nop.,YLoAYWf-tfU,15258,2663,181627,3841213,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495124207
My Coming Out Story.,f3dmPMImx0E,68187,11980,467482,7166608,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1495037194
MY FIRST TIME...,Zbr8bRUDdv8,13048,2772,181177,3237914,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494953301
BECOMING A FIDGET SPINNER.. (Extreme),uzMSqnwmMz4,23230,5545,361639,5035629,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494867220
I GOT FIRED..,lU71gGZVEwA,17670,7791,265541,5388245,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494783302
MY NEWS NETWORK!,OZuJvOOY0sA,15417,2668,221013,2759932,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494690474
My fanbase is the absolute worst...,zj9HzJqzMoA,11371,2344,166753,2699554,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494605514
The funniest thing in the universe..,UpPI2K4QZog,17681,4374,265010,3550915,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494520609
important message,8hp6Ea_Cphc,34059,4859,431072,3994460,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494436355
SHE WANTS MY YOUTUBE MONEY!,IJuqRbqepFI,13297,3965,192991,3232633,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494352739
TRY NOT TO GET ANGERY CHALLENGE!,Pn6puoLXuhI,38507,6367,404554,7779555,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494260405
THESE GLASSES MAKES YOU DRUNK,DLaoI_Cv1D4,17444,2384,209142,3416786,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494170475
Little Nightmares - ENDING - I LOVED THIS GAME!,ly4eWIb1BhY,10763,3237,119460,3347477,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494095335
This may be the dumbest video in a while..,rT8PFD-xAgM,22050,2997,244179,2857249,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494089656
Prey Gameplay - Part 1 (xtreme cringe fail livestream),LbPCU1hdv4Q,6124,4130,84998,2649100,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494008236
"""HOT"" SNEEZES",3CHnJNXqcmw,23106,3427,245967,5107499,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1494002827
WHY I QUIT BUZZFEED,u4_6tUqKPCQ,20359,8070,315568,6464667,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493913967
This video should never have been made and im sorry but its ok i guess idk lol,ngYhA2KxtIU,15088,2740,160824,2608393,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493827061
Little Nightmares - Part 2 - THIS GIVES ME SHIVERS,pDLrB2TwkCo,13980,2807,129990,3364635,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493750271
Time for something new...,MoUskQXic-Q,30075,25288,301695,7158501,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493741649
COD WWII - LEAKED!,5gfkCRt1xcE,23464,9592,255147,3506133,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493656688
SO MANY LOSTS! - Walking Dead - Season 3 - Episode 4 (FULL),dbs1ethGBR0,16227,6689,131888,3809913,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493577058
DELIVERING A BABY! - Outlast 2 - Part 6 - ENDING,kvF7vpYuqYw,16929,9832,236381,4275115,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493566452
The worst thing Ive ever smelled...,vkXm-evtfNE,16841,2847,261674,2869921,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493485708
BEST PART! - Outlast 2 - Part 5,JntTS-7uMXg,11599,1808,118547,3098724,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493406246
"Little Nightmares, Gameplay, Part 1, CREEPIEST GAME EVER?!",FYHEc7w1nlE,16462,2460,210688,3998532,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493396198
THIS WAS THE WORST! ! - Outlast 2 - Part 4 (Live),e_QyfZgnxiI,14596,4622,175182,4965906,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493316370
I used to love this... ?,8iqg9AiqzR4,20342,4905,170022,3055159,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493312444
THIS IS TOO MUCH... - Outlast 2 - Part 3,bcCyJzify7E,23639,2415,163742,4543126,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493231647
THIS GAME REQUIRES DIAPERS Outlast 2 - Part 2,lPYAT6qHwow,17811,2647,171761,4911417,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493142784
YOUTUBE MADE A MISTAKE,Wyw0GhtZAYc,25929,4173,318257,4346923,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493135015
Outlast 2 - Part 1 - SO HYPED FOR THIS,KQ5_jumTeT4,29083,4594,346363,8042485,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1493043938
HOW TO BE COOL - TRY NOT TO CRINGE CHALLENGE,s9kFSpKK7Uk,15093,5883,238598,5803674,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492961917
I ALWAYS WANTED TO TOUCH THIS! ! ! ! !!!!!! !   !!!!! ! ! !,GPFaEw4ZA2I,17401,10049,333531,10673313,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492877708
FAMILY FRIENDLY (Official Announcement),q8G0zn-uRa4,21906,3412,210049,3086023,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492791409
DON'T PUT THIS IN YOUR MOUTH..,aPkP1WTZ3xg,16375,3592,260729,3778873,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492708403
NO HATERS ALLOWED IN THIS VIDEO,5K6aq-EfRtE,47475,9283,285521,3557401,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492620570
THE OFFICIAL GUIDE TO THE INTERNET,m_rRlmu6B-4,23825,6253,226841,3877410,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492530957
MY FAVORITE YOUTUBE CHANNEL!,S09ksxXuu28,28851,4337,249862,4403257,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492447590
DID WE ACTUALLY DO IT?...,qoxupsho6pI,10263,3849,129266,2533486,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492369634
HOW TO USE YOUR PSYCHIC ABILITIES,Uqq8kU04pmY,18075,5305,238920,3165158,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492268832
I'll prob regrets this one..,SUNG_9UDp7w,41163,10983,346840,5468891,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492184385
Cheated by my girlfriend? (100% not clickbait) _ Catch A Lover _,lvi2LbXcn6g,10038,7337,151417,4489924,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1492100897
TOP 10 REASONS TO FLY UNITED!,B4qarUGYX8I,28215,3614,309113,3950240,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491928413
This video could save your life!,5_m-ozgAA_c,28618,6425,235053,3646694,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491841295
IS YOUR CHILD A FAILURE?,anuJj1YPZRI,17651,5262,190383,3887147,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491675446
Can we save YouTube?,Gglbg8CAxyM,59918,4725,340017,3786388,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491670022
Channing Tatum Simulator,0moq_TnfYco,14464,3661,173324,3744100,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491582091
YOUTUBEISOVERPARTY (deleted version),7MeFId_k1LA,24791,3199,204321,3393925,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491508700
THE DELETED PEPSI AD,-MqnE7TPcRw,28245,4754,362745,6556285,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491405696
HE IS REAL!,0oh1FZZFpmQ,12062,3136,143499,3304579,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491325376
➡ THE FORBIDDEN VIDEO. ⬅️😂,Rwp1mEvgOTY,20606,8968,211870,4297978,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491239568
THE BEST PACKAGE IVE EVER RECEIVED.,nXNTnUiwkIE,25566,3609,264581,4418342,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491151933
MY NEW GIRLFRIEND,epUHnVd03Hw,19939,3964,242097,3656646,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1491066308
THE NEW GOOGLE GLASSES ARE AMAZING! ! !,rBOSHj5ogMo,23885,6496,284656,6200507,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490981979
WHAT SHOULD I DO HERE? ? ! ? ! Walking Dead - Season 3 - Episode 3 (FULL),6JLQWnyPPrI,23418,3537,133262,3804874,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490894240
DOES THIS GAME COUNT AS CHEATING?,F02gAChxDoY,14371,6103,235961,7025682,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490806826
W T F A M I W A T C H I N G,LDKED5Nt4PM,18175,11987,293103,4497887,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490721959
WHO MADE THIS ? WHY ? GOD ? WHY ? !,tleEUsUgVKI,14609,4705,188853,3282072,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490638949
MOUTH SIMULATOR,VAm27OdSplU,17367,4564,236838,4356512,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490544577
Talking about some stuff Ive never talked about..,D_c4uruJV2U,37212,5896,393155,7774698,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490459071
Can this video get same likes and dislikes?,pYS8Av10B00,80944,833363,833668,7330203,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490376383
NAME A BETTER GAME... I'll Wait.,iLoM3lGGJxk,13944,5194,161305,3367750,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490290023
You Can Play As E V E R Y T H I N G ! ! ! !,_kCWURLtjpQ,14886,4205,216509,4304462,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490202513
MY BIG SECRET,vuSHrVHKmdI,33003,4747,279419,4082261,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490117870
THE BEST (HORROR) GAME.,mA8gFUZh51I,9245,3252,133304,2506459,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1490030433
I KISSED A MAN.animation,muODMU2wcfk,7106,5193,126487,2400332,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489941633
GET EVEN,pQwMTSFf9yU,12939,2190,172135,3023576,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489867499
GOING TOO FAR?,wVKVCAcpEII,23072,4713,227329,3760154,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489856996
What went wrong here?,6MEKM2amQ2E,23768,9173,223677,5037764,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489772800
THIS MAN IS GENIUS! (and here's why),iQzJzqHO4b0,15411,3839,159107,3393725,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489697007
Dear Nintendo,sXM58RS4FIs,22230,6039,256736,4719955,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489601315
SCARE PEWDIEPIE 2 - EPISODE 1,zk4foqmpMHg,43324,21256,499257,6575008,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489514595
Help me.,WHWRHUso5Rs,25954,10970,274077,5341964,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489425706
STOP REPORTING MY VIDEOS!,QyCv5bmvivU,23683,9148,334575,4291635,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489345038
DONT TELL MARZIA,FiW6nq55Tx8,13875,4174,183453,4531525,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489335350
THIS IS GREATEST GAME I'VE EVER PLAYED,-GFPpQGDF4g,16322,4747,162477,4837370,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489240703
The Hitler Simulator (ad),E5qK9w8tDOI,23692,11348,188258,3223873,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489174065
IS THIS TOO HOT FOR VR? w/ Marzia,qLDZF7V3_q4,14727,5019,188268,4484458,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1489086957
DO I TAKE DRUGS?,ONUZSrVVKXk,38097,15418,387228,6640579,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488992600
THE GIRLFRIEND SHAME..,sDKPtObKlcw,21349,3712,262677,4355455,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488905541
DIE IN THE GAME = DIE IN REAL LIFE!,BFhkQqo4BSk,30694,4648,247144,4129942,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488817009
If you havnt played THIS GAME YOU HAVNT LIVED A FULL LIFE,wzOl43bYgq8,20226,6331,233443,4866478,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488733195
The New Zelda Game!! (not clickbait),bFNKGLzGrQY,22841,21464,218300,3793580,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488646074
Very Serious Update Video,F3KsTDTJLzA,60930,10721,606675,6713780,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488558745
PEWDIEPIE CLICKBAIT,s-5OVj7KJvk,19980,3621,305828,4116206,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488472944
BANNED FOOTAGE. - Resident Evil 7 DLC V2.,n2fvtBYv3u0,14654,5323,211900,5077554,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488388059
Happy Wheels - Part 101,QnSWw_1MLQo,32671,7214,277236,4192973,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488298525
/ The Room / THIS IS GREATEST MOVIE I'VE EVER SEEN,iROLBXa1BkQ,28566,6035,320124,6352253,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488213534
THIS NEEDS TO STOP!,M05V1zhVH-8,29761,9627,369419,5886278,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1488137208
